reward/env_0,reward/env_1,train/value_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/std,train/loss,train/entropy_loss,train/policy_gradient_loss,eval/success_rate,eval/std_reward,train/explained_variance,eval/mean_reward,train/n_updates,train/learning_rate
,-990.3158256309719,,,,,,,,,,,,,,
-1020.9594272838264,,,,,,,,,,,,,,,
,-875.0571115732695,,,,,,,,,,,,,,
-1099.1903502960963,,,,,,,,,,,,,,,
,-1250.035173181158,,,,,,,,,,,,,,
-1046.1220995863907,,,,,,,,,,,,,,,
,-1036.3138239240668,,,,,,,,,,,,,,
-1050.3563300272617,,,,,,,,,,,,,,,
,,57443.567578125,0.2,0.0009551742,0.0,0.9879974722862244,29366.431640625,-8.431970930099487,-0.0006088227732107043,0.0,132.37879491169156,0.0,-930.6910334681136,5740,0.0003
,-1096.4509741144275,,,,,,,,,,,,,,
-1104.0172636856748,,,,,,,,,,,,,,,
,-1108.3148802327673,,,,,,,,,,,,,,
-1052.4769025929413,,,,,,,,,,,,,,,
,-1067.752171170207,,,,,,,,,,,,,,
-1009.7472731792892,,,,,,,,,,,,,,,
,-1000.7611628156301,,,,,,,,,,,,,,
-1044.760992611389,,,,,,,,,,,,,,,
,-1202.4960656269182,,,,,,,,,,,,,,
,,57821.6916015625,0.2,0.0025979634,0.0005859375,0.9881008267402649,28559.697265625,-8.432769298553467,-0.0014766074949875475,0.0,108.31840541111434,-1.1920928955078125e-07,-918.9085163455642,5750,0.0003
-1032.7351042691248,,,,,,,,,,,,,,,
,-961.8527372675653,,,,,,,,,,,,,,
-983.058591098036,,,,,,,,,,,,,,,
,-971.811715882521,,,,,,,,,,,,,,
-1031.5033991110938,,,,,,,,,,,,,,,
,-1061.652047913003,,,,,,,,,,,,,,
-1134.5318133114824,,,,,,,,,,,,,,,
,-966.3709677653815,,,,,,,,,,,,,,
,,55273.5755859375,0.2,0.0026933542,0.00087890625,0.9874655604362488,29067.748046875,-8.431518077850342,-0.0012848202080931515,0.0,132.65022267149754,0.0,-1034.0213178962363,5760,0.0003
-1024.7864393715772,,,,,,,,,,,,,,,
,-1060.0389914085558,,,,,,,,,,,,,,
-1005.3876377338413,,,,,,,,,,,,,,,
,-908.2172234368503,,,,,,,,,,,,,,
-983.0913944105021,,,,,,,,,,,,,,,
,-1037.6218513602587,,,,,,,,,,,,,,
-1059.3890658298728,,,,,,,,,,,,,,,
,-1028.3512801506333,,,,,,,,,,,,,,
,,53354.096875,0.2,0.000846443,0.0,0.9861361384391785,26362.478515625,-8.425376558303833,-0.0004092429124284536,0.0,118.97935956879637,0.0,-1018.5936022151269,5770,0.0003
-1144.792885748457,,,,,,,,,,,,,,,
,-886.8337164632521,,,,,,,,,,,,,,
-1034.2708549942965,,,,,,,,,,,,,,,
,-1169.477665875312,,,,,,,,,,,,,,
-1103.8306180929046,,,,,,,,,,,,,,,
,-1032.2972660509852,,,,,,,,,,,,,,
-1174.8167819637933,,,,,,,,,,,,,,,
,-926.051023878553,,,,,,,,,,,,,,
,,56752.6130859375,0.2,0.0007268233,0.0,0.9859117865562439,27533.349609375,-8.419412851333618,-0.0006748588988557458,0.0,87.93769440307881,-1.1920928955078125e-07,-1019.1651388097416,5780,0.0003
-1021.4897393937888,,,,,,,,,,,,,,,
,-1121.6902496966527,,,,,,,,,,,,,,
-1417.870108333606,,,,,,,,,,,,,,,
,-1092.791101977249,,,,,,,,,,,,,,
-1066.5073811002417,,,,,,,,,,,,,,,
,-1031.69135972845,,,,,,,,,,,,,,
-1138.5045172964326,,,,,,,,,,,,,,,
,-1160.6501098468113,,,,,,,,,,,,,,
,,59440.9556640625,0.2,0.00080323505,0.0,0.9862315654754639,30570.240234375,-8.420402193069458,-0.0004737038223538548,0.0,95.92595182598865,-1.1920928955078125e-07,-1071.493402197554,5790,0.0003
-1176.7186407789604,,,,,,,,,,,,,,,
,-979.8081435177035,,,,,,,,,,,,,,
-1160.86751468507,,,,,,,,,,,,,,,
,-1003.6363021095949,,,,,,,,,,,,,,
-895.9316618714513,,,,,,,,,,,,,,,
,-578.4171384130676,,,,,,,,,,,,,,
-1087.100140941479,,,,,,,,,,,,,,,
,-1045.017918252041,,,,,,,,,,,,,,
-994.2530573688762,,,,,,,,,,,,,,,
,,57213.8955078125,0.2,0.0022763424,0.00048828125,0.9876635074615479,28874.806640625,-8.424768257141114,-0.0011690326384268702,0.0,289.1099701335856,5.960464477539063e-08,-1069.0517419086837,5800,0.0003
,-1096.4322921891612,,,,,,,,,,,,,,
-1077.3757365585996,,,,,,,,,,,,,,,
,-1043.52591368246,,,,,,,,,,,,,,
-1053.0517297421973,,,,,,,,,,,,,,,
,-990.6889046031195,,,,,,,,,,,,,,
-1008.8628797701834,,,,,,,,,,,,,,,
,-1006.3434824274129,,,,,,,,,,,,,,
-1049.7044256131253,,,,,,,,,,,,,,,
,,55365.216015625,0.2,0.0018629064,0.0003662109375,0.988044798374176,27552.16015625,-8.43171124458313,-0.000994389143306762,0.0,133.8750499404485,-1.1920928955078125e-07,-986.2054898137596,5810,0.0003
,-1067.2918609470685,,,,,,,,,,,,,,
-1226.5127835068663,,,,,,,,,,,,,,,
,-1186.4333245148002,,,,,,,,,,,,,,
-1036.2789736747295,,,,,,,,,,,,,,,
,-1412.663572664413,,,,,,,,,,,,,,
-1070.721457019839,,,,,,,,,,,,,,,
,-1072.8304941229646,,,,,,,,,,,,,,
-1327.8552544842837,,,,,,,,,,,,,,,
,,62344.6251953125,0.2,0.00015202223,0.0,0.9872794151306152,30423.41796875,-8.429941082000733,-4.401557962410152e-05,0.0,136.70786868158956,-1.1920928955078125e-07,-910.6134327162641,5820,0.0003
,-1083.6182200673009,,,,,,,,,,,,,,
-878.926286893348,,,,,,,,,,,,,,,
,-1194.890506816097,,,,,,,,,,,,,,
-1018.9087267869356,,,,,,,,,,,,,,,
,-1043.0309604401975,,,,,,,,,,,,,,
-1129.127722322606,,,,,,,,,,,,,,,
,-1068.6934460579896,,,,,,,,,,,,,,
-1096.0624626168676,,,,,,,,,,,,,,,
,,54081.5125,0.2,0.0017706628,0.0002197265625,0.9872388243675232,25639.271484375,-8.426381635665894,-0.001247774122748524,0.0,109.10404679366174,1.1920928955078125e-07,-914.6126911424051,5830,0.0003
,-1059.9545962389557,,,,,,,,,,,,,,
-1018.6302968468519,,,,,,,,,,,,,,,
,-1030.6944611562224,,,,,,,,,,,,,,
-1047.658655036455,,,,,,,,,,,,,,,
,-1061.7319099485844,,,,,,,,,,,,,,
-1081.789027357881,,,,,,,,,,,,,,,
,-1059.452530385648,,,,,,,,,,,,,,
-1102.739785167035,,,,,,,,,,,,,,,
,-1216.3443808346965,,,,,,,,,,,,,,
,,55578.0806640625,0.2,0.0034553902,0.0027587890625,0.9880858063697815,28684.978515625,-8.429302549362182,-0.00195382913807407,0.0,193.75745090157247,0.0,-887.5020715276048,5840,0.0003
-1021.340925762577,,,,,,,,,,,,,,,
,-1078.0989992561322,,,,,,,,,,,,,,
-1109.904049066445,,,,,,,,,,,,,,,
,-1206.275878548114,,,,,,,,,,,,,,
-1156.9164694299404,,,,,,,,,,,,,,,
,-884.7622390263028,,,,,,,,,,,,,,
-1028.4483752545848,,,,,,,,,,,,,,,
,-1111.9608348704455,,,,,,,,,,,,,,
,,55589.95390625,0.2,0.0023235097,0.00068359375,0.9882440567016602,28132.328125,-8.433223009109497,-0.0010871868173126132,0.0,205.0182952185923,0.0,-1107.9001288718139,5850,0.0003
-1166.0290114021332,,,,,,,,,,,,,,,
,-1122.053238995065,,,,,,,,,,,,,,
-980.0857984107504,,,,,,,,,,,,,,,
,-1064.0996665314308,,,,,,,,,,,,,,
-1169.5284384835911,,,,,,,,,,,,,,,
,-1083.8970918348018,,,,,,,,,,,,,,
-914.9815173366167,,,,,,,,,,,,,,,
,-1215.0858828739242,,,,,,,,,,,,,,
,,55218.210546875,0.2,0.00046508753,0.0,0.9889389872550964,28138.52734375,-8.434433794021606,-0.00025782425655052066,0.0,149.81813144869,0.0,-1017.2244896663436,5860,0.0003
-1232.8792626337981,,,,,,,,,,,,,,,
,-1016.2149986902532,,,,,,,,,,,,,,
-1181.057402969352,,,,,,,,,,,,,,,
,-989.0237735986072,,,,,,,,,,,,,,
-1003.028413026717,,,,,,,,,,,,,,,
,-1086.6823667029769,,,,,,,,,,,,,,
-1049.2111205196154,,,,,,,,,,,,,,,
,-1124.3232696017144,,,,,,,,,,,,,,
,,53150.1396484375,0.2,0.0023476402,0.000341796875,0.9890047907829285,28508.81640625,-8.438278770446777,-0.0014046345953829587,0.0,143.9559512708092,-1.1920928955078125e-07,-1056.7783977266215,5870,0.0003
-944.5008294944895,,,,,,,,,,,,,,,
,-1180.0547961635168,,,,,,,,,,,,,,
-1174.58733239382,,,,,,,,,,,,,,,
,-1006.734596349084,,,,,,,,,,,,,,
-1087.5899296115435,,,,,,,,,,,,,,,
,-1026.5663151124425,,,,,,,,,,,,,,
-1032.0198942834468,,,,,,,,,,,,,,,
,-1292.1416687641013,,,,,,,,,,,,,,
-1075.0632689245438,,,,,,,,,,,,,,,
,,58861.645703125,0.2,0.000984327,0.0,0.9884340167045593,30773.41015625,-8.436266660690308,-0.0002713632013183087,0.0,174.4696325673815,0.0,-961.5016929224932,5880,0.0003
,-1159.5482853014355,,,,,,,,,,,,,,
-994.7574515263725,,,,,,,,,,,,,,,
,-1077.3245326475367,,,,,,,,,,,,,,
-1187.4690936385439,,,,,,,,,,,,,,,
,-1082.048436430679,,,,,,,,,,,,,,
-1175.0234204445103,,,,,,,,,,,,,,,
,-976.2246125383763,,,,,,,,,,,,,,
-1183.7692303922752,,,,,,,,,,,,,,,
,,59453.2609375,0.2,0.00067393825,0.0,0.9888632893562317,28461.21484375,-8.43524751663208,-0.0004982813028618693,0.0,181.23706549976202,0.0,-992.9097659880881,5890,0.0003
,-1119.5264179730168,,,,,,,,,,,,,,
-1053.408031426772,,,,,,,,,,,,,,,
,-1211.292851159102,,,,,,,,,,,,,,
-1144.3304561228615,,,,,,,,,,,,,,,
,-1050.4802159406925,,,,,,,,,,,,,,
-1110.6982245819722,,,,,,,,,,,,,,,
,-748.0073803051072,,,,,,,,,,,,,,
-993.1540489157927,,,,,,,,,,,,,,,
,,57118.8876953125,0.2,0.0017802045,0.0002197265625,0.9895065426826477,26623.7578125,-8.43927903175354,-0.0012749042420182378,0.0,159.3641170722076,5.960464477539063e-08,-1071.9193310945,5900,0.0003
,-1035.2803686110917,,,,,,,,,,,,,,
-982.0900175798815,,,,,,,,,,,,,,,
,-974.8617635168757,,,,,,,,,,,,,,
-1130.4268545615041,,,,,,,,,,,,,,,
,-951.8578053112718,,,,,,,,,,,,,,
-1126.925269802156,,,,,,,,,,,,,,,
,-740.732524760884,,,,,,,,,,,,,,
-1220.7726049412368,,,,,,,,,,,,,,,
,-957.4273582734644,,,,,,,,,,,,,,
,,57536.30390625,0.2,0.0009566061,0.0,0.990102231502533,28949.34765625,-8.443106269836425,-0.0002850293356459588,0.0,104.83222202044082,0.0,-1115.5925914608722,5910,0.0003
-1033.4707568260133,,,,,,,,,,,,,,,
,-1014.3967285119985,,,,,,,,,,,,,,
-1109.9547890245587,,,,,,,,,,,,,,,
,-971.690048398999,,,,,,,,,,,,,,
-1161.8297043574707,,,,,,,,,,,,,,,
,-1021.6707199687219,,,,,,,,,,,,,,
-972.8595157226362,,,,,,,,,,,,,,,
,-1389.7504794734803,,,,,,,,,,,,,,
,,54392.630859375,0.2,0.0021416731,0.000341796875,0.990394115447998,27208.796875,-8.446449947357177,-0.0012421601801179349,0.0,234.16066704378463,0.0,-1001.3527150220355,5920,0.0003
-1051.1981466561097,,,,,,,,,,,,,,,
,-1015.0568134474458,,,,,,,,,,,,,,
-976.2507659202145,,,,,,,,,,,,,,,
,-1054.2312921701148,,,,,,,,,,,,,,
-1133.2690643048402,,,,,,,,,,,,,,,
,-996.9066551228427,,,,,,,,,,,,,,
-1094.2462917471184,,,,,,,,,,,,,,,
,-1100.2925011857064,,,,,,,,,,,,,,
,,52684.3962890625,0.2,0.0007634103,2.44140625e-05,0.9899385571479797,27091.845703125,-8.446406030654908,-0.00043915342539548876,0.0,220.35231194055066,0.0,-1004.2078775756681,5930,0.0003
-967.1510712866753,,,,,,,,,,,,,,,
,-1207.968936017189,,,,,,,,,,,,,,
-1104.3599200198755,,,,,,,,,,,,,,,
,-988.2185994834447,,,,,,,,,,,,,,
-1052.323023222204,,,,,,,,,,,,,,,
,-1175.3577180658533,,,,,,,,,,,,,,
-971.6105060425043,,,,,,,,,,,,,,,
,-1088.9145620172183,,,,,,,,,,,,,,
-915.3741545415412,,,,,,,,,,,,,,,
,,53544.3501953125,0.2,0.001982586,0.0005126953125,0.9892177581787109,25295.177734375,-8.442710065841675,-0.0014476101147010922,0.0,157.77691965958036,0.0,-1073.8345876116523,5940,0.0003
,-1152.1765427383525,,,,,,,,,,,,,,
-1170.240169755293,,,,,,,,,,,,,,,
,-1139.5091445810576,,,,,,,,,,,,,,
-1027.4981353532016,,,,,,,,,,,,,,,
,-1059.155230314486,,,,,,,,,,,,,,
-1066.5830883487795,,,,,,,,,,,,,,,
,-1097.4475856872132,,,,,,,,,,,,,,
-1129.5133438823234,,,,,,,,,,,,,,,
,,58677.7431640625,0.2,0.0017220203,9.765625e-05,0.9884316325187683,28593.37890625,-8.437876987457276,-0.0009575044503435492,0.0,173.16451040453722,-1.1920928955078125e-07,-1123.6258708794498,5950,0.0003
,-1126.6425635392447,,,,,,,,,,,,,,
-1258.7576929537722,,,,,,,,,,,,,,,
,-1122.2458564181675,,,,,,,,,,,,,,
-1273.8896049487798,,,,,,,,,,,,,,,
,-954.8100758398368,,,,,,,,,,,,,,
-1143.0009995009013,,,,,,,,,,,,,,,
,-1049.0671059353224,,,,,,,,,,,,,,
-689.0866621972457,,,,,,,,,,,,,,,
,,57004.205078125,0.2,0.0030865143,0.001904296875,0.9878397583961487,26863.916015625,-8.433298587799072,-0.0015569207142107188,0.0,68.65643261581074,0.0,-1113.97475555106,5960,0.0003
,-1011.3197934345786,,,,,,,,,,,,,,
-1186.1043055157104,,,,,,,,,,,,,,,
,-1012.7137786596116,,,,,,,,,,,,,,
-1055.264098279284,,,,,,,,,,,,,,,
,-1099.5899527970655,,,,,,,,,,,,,,
-1212.6548281081648,,,,,,,,,,,,,,,
,-1004.2039912799061,,,,,,,,,,,,,,
-1083.1861615943212,,,,,,,,,,,,,,,
,,54919.52890625,0.2,0.0007190009,0.0,0.9867715239524841,27239.099609375,-8.428596496582031,-0.0003079743124544621,0.0,145.67357739269934,0.0,-1143.0398145195627,5970,0.0003
,-1109.1245669293658,,,,,,,,,,,,,,
-1150.670989253412,,,,,,,,,,,,,,,
,-1126.1934795008215,,,,,,,,,,,,,,
-1111.2448326155854,,,,,,,,,,,,,,,
,-1108.3652080642423,,,,,,,,,,,,,,
-1088.677251755962,,,,,,,,,,,,,,,
,-1366.7391143718262,,,,,,,,,,,,,,
-1074.838117301466,,,,,,,,,,,,,,,
,,57064.6384765625,0.2,0.0013733638,0.0,0.9850302338600159,27326.31640625,-8.419923496246337,-0.0010526986967306583,0.0,89.7125833142721,-1.1920928955078125e-07,-1049.8733826642426,5980,0.0003
,-1180.182269544186,,,,,,,,,,,,,,
-1172.5888675849753,,,,,,,,,,,,,,,
,-994.286172169036,,,,,,,,,,,,,,
-1054.8830019545953,,,,,,,,,,,,,,,
,-1127.7090125430866,,,,,,,,,,,,,,
-896.56483136165,,,,,,,,,,,,,,,
,-1069.3792063900623,,,,,,,,,,,,,,
-1243.4474591531061,,,,,,,,,,,,,,,
,,54564.043359375,0.2,0.003890053,0.0036376953125,0.9842698574066162,27089.5078125,-8.410983467102051,-0.0020339836599305274,0.0,159.91840262316168,-2.384185791015625e-07,-1080.5745259027394,5990,0.0003
,-1032.2728475509712,,,,,,,,,,,,,,
-1048.1932129552254,,,,,,,,,,,,,,,
,-1221.409302858931,,,,,,,,,,,,,,
-1248.1050361223981,,,,,,,,,,,,,,,
,-1096.8537337596372,,,,,,,,,,,,,,
-951.7210035164702,,,,,,,,,,,,,,,
,-1160.140255281144,,,,,,,,,,,,,,
-1079.947099114584,,,,,,,,,,,,,,,
,,56923.448828125,0.2,0.0007619902,0.0,0.9848196506500244,29581.234375,-8.40999732017517,-0.0002837231906596571,0.0,188.65399337283546,0.0,-1120.758370954067,6000,0.0003
,-1058.9362609781595,,,,,,,,,,,,,,
-1284.1653683829713,,,,,,,,,,,,,,,
,-998.863377892254,,,,,,,,,,,,,,
-1039.8980612111127,,,,,,,,,,,,,,,
,-1035.5112475240128,,,,,,,,,,,,,,
-975.3088671590546,,,,,,,,,,,,,,,
,-1143.044340491536,,,,,,,,,,,,,,
-1209.7667549483695,,,,,,,,,,,,,,,
,,55585.667578125,0.2,0.0010851803,0.0,0.9854655265808105,27598.70703125,-8.414108562469483,-0.0007739272667095065,0.0,119.73946809468829,0.0,-1115.5501068628414,6010,0.0003
,-1164.964650707163,,,,,,,,,,,,,,
-1172.8318637426732,,,,,,,,,,,,,,,
,-1093.335140888903,,,,,,,,,,,,,,
-1139.7409492391603,,,,,,,,,,,,,,,
,-1015.726990296728,,,,,,,,,,,,,,
-1160.110760785849,,,,,,,,,,,,,,,
,-1076.6670548909938,,,,,,,,,,,,,,
-1108.313546810434,,,,,,,,,,,,,,,
,,54157.8580078125,0.2,0.0002814125,0.0,0.985676109790802,26633.673828125,-8.416941499710083,-0.0002624916436616331,0.0,141.9459015753571,0.0,-1058.3838414539634,6020,0.0003
,-1043.8892437148231,,,,,,,,,,,,,,
-1065.6547278632659,,,,,,,,,,,,,,,
,-992.2995724006602,,,,,,,,,,,,,,
-1106.3495430526193,,,,,,,,,,,,,,,
,-1206.069904108365,,,,,,,,,,,,,,
-1141.7551879122182,,,,,,,,,,,,,,,
,-1167.296100863607,,,,,,,,,,,,,,
-1235.329536303259,,,,,,,,,,,,,,,
,-1100.9105925108095,,,,,,,,,,,,,,
,,57429.494140625,0.2,0.0014665076,2.44140625e-05,0.9858976006507874,28133.09765625,-8.417905569076538,-0.000993084954097867,0.0,127.87635586606865,0.0,-1061.1182806030708,6030,0.0003
-1078.4741113961727,,,,,,,,,,,,,,,
,-1117.0392583070593,,,,,,,,,,,,,,
-978.3439944698542,,,,,,,,,,,,,,,
,-1031.185921929545,,,,,,,,,,,,,,
-1050.5408805869924,,,,,,,,,,,,,,,
,-1076.6852122252142,,,,,,,,,,,,,,
-1109.591594029968,,,,,,,,,,,,,,,
,-1042.5437524362333,,,,,,,,,,,,,,
,,54967.85390625,0.2,0.0028846809,0.001171875,0.9868846535682678,28439.4375,-8.421128511428833,-0.001611071772640571,0.0,109.16558998052257,0.0,-1026.43653004858,6040,0.0003
-1152.4079406970254,,,,,,,,,,,,,,,
,-1084.8493253599584,,,,,,,,,,,,,,
-1054.0867031447983,,,,,,,,,,,,,,,
,-1041.5561809134151,,,,,,,,,,,,,,
-991.0246071912259,,,,,,,,,,,,,,,
,-978.0433318373065,,,,,,,,,,,,,,
-1167.3967855776632,,,,,,,,,,,,,,,
,-1057.9756356532464,,,,,,,,,,,,,,
,,54654.55625,0.2,0.0010121807,4.8828125e-05,0.9853776097297668,28174.76171875,-8.422090291976929,-0.0005655050743371248,0.0,171.45700178505075,-1.1920928955078125e-07,-1028.3463231090507,6050,0.0003
-1107.2133819419064,,,,,,,,,,,,,,,
,-917.5766736761534,,,,,,,,,,,,,,
-1050.4247254802642,,,,,,,,,,,,,,,
,-979.8829550515186,,,,,,,,,,,,,,
-506.8333790109905,,,,,,,,,,,,,,,
,-900.0946603112952,,,,,,,,,,,,,,
-1073.4964778115877,,,,,,,,,,,,,,,
,-1140.4713955464547,,,,,,,,,,,,,,
-971.5639553903815,,,,,,,,,,,,,,,
,,57858.6646484375,0.2,0.00081598293,0.0,0.9840412139892578,29050.474609375,-8.410570812225341,-0.0004715792427305132,0.0,104.34019850744063,0.0,-902.1528055147649,6060,0.0003
,-956.6314906419033,,,,,,,,,,,,,,
-1088.4352344781023,,,,,,,,,,,,,,,
,-1069.4333051717435,,,,,,,,,,,,,,
-1034.4366802532743,,,,,,,,,,,,,,,
,-984.630735454189,,,,,,,,,,,,,,
-1091.5297470862886,,,,,,,,,,,,,,,
,-992.4121637290324,,,,,,,,,,,,,,
-1022.9317828487277,,,,,,,,,,,,,,,
,-1041.5545643660832,,,,,,,,,,,,,,
,,55824.5384765625,0.2,0.0017994432,0.0003173828125,0.9840282797813416,27323.828125,-8.406775522232056,-0.0009813436074182392,0.0,101.1312104792985,0.0,-1080.0931104662793,6070,0.0003
-1116.1039407346232,,,,,,,,,,,,,,,
,-977.3206881666613,,,,,,,,,,,,,,
-962.7397706419922,,,,,,,,,,,,,,,
,-1065.8958674037258,,,,,,,,,,,,,,
-1175.5692213126886,,,,,,,,,,,,,,,
,-1065.7435372096925,,,,,,,,,,,,,,
-1063.1762301245112,,,,,,,,,,,,,,,
,-1143.5427172664977,,,,,,,,,,,,,,
,,54624.704296875,0.2,0.00056162244,0.0,0.9849987030029297,28201.341796875,-8.40910201072693,-0.00015293838223442435,0.0,133.8936146978505,0.0,-1176.4543731455685,6080,0.0003
-1069.1462801594585,,,,,,,,,,,,,,,
,-924.4702849059111,,,,,,,,,,,,,,
-1169.8134037945067,,,,,,,,,,,,,,,
,-703.616738649949,,,,,,,,,,,,,,
-1014.7440547437797,,,,,,,,,,,,,,,
,-1140.633017163847,,,,,,,,,,,,,,
-1002.6103651068621,,,,,,,,,,,,,,,
,-1216.6117209829383,,,,,,,,,,,,,,
,,58343.2763671875,0.2,0.00091406464,2.44140625e-05,0.9863749146461487,29513.080078125,-8.416521310806274,-0.0007586929888930172,0.0,134.02974318736102,0.0,-1049.8810134591906,6090,0.0003
-1046.5201584264369,,,,,,,,,,,,,,,
,-1177.067293532835,,,,,,,,,,,,,,
-1145.7326026186076,,,,,,,,,,,,,,,
,-1199.891603257649,,,,,,,,,,,,,,
-1043.6850802885353,,,,,,,,,,,,,,,
,-1185.5184104221396,,,,,,,,,,,,,,
-1020.2598849187328,,,,,,,,,,,,,,,
,-1073.4709746130502,,,,,,,,,,,,,,
,,55507.485546875,0.2,0.001823164,0.000439453125,0.9870414733886719,26141.142578125,-8.423545694351196,-0.0009661553951445967,0.0,139.03772781749976,5.960464477539063e-08,-1037.9462448768459,6100,0.0003
-966.6105998599039,,,,,,,,,,,,,,,
,-1012.1071808193443,,,,,,,,,,,,,,
-1132.9476174787085,,,,,,,,,,,,,,,
,-1105.0664827882463,,,,,,,,,,,,,,
-1008.2113741028031,,,,,,,,,,,,,,,
,-1008.0120069849474,,,,,,,,,,,,,,
-1065.1223321119442,,,,,,,,,,,,,,,
,-1008.8428420021031,,,,,,,,,,,,,,
-999.293729291346,,,,,,,,,,,,,,,
,,54597.6328125,0.2,0.0006863386,0.0,0.9877910017967224,26961.69921875,-8.427095556259156,-0.00027699490310624243,0.0,108.0239454404973,0.0,-963.548102839735,6110,0.0003
,-1002.644926625209,,,,,,,,,,,,,,
-999.2159146100764,,,,,,,,,,,,,,,
,-1094.0062438092834,,,,,,,,,,,,,,
-1027.1524179052635,,,,,,,,,,,,,,,
,-934.6021018123758,,,,,,,,,,,,,,
-1080.9203320045413,,,,,,,,,,,,,,,
,-1107.8913357656056,,,,,,,,,,,,,,
-1306.0502966492331,,,,,,,,,,,,,,,
,,54651.1923828125,0.2,0.003588667,0.00322265625,0.9882292747497559,27742.767578125,-8.431453227996826,-0.001984842965612188,0.0,46.65172157399442,-1.1920928955078125e-07,-1055.7097410771003,6120,0.0003
,-1043.2122116362857,,,,,,,,,,,,,,
-1017.727464284151,,,,,,,,,,,,,,,
,-1063.1823456793172,,,,,,,,,,,,,,
-1099.8571741146357,,,,,,,,,,,,,,,
,-1037.7514059170521,,,,,,,,,,,,,,
-1152.5749158942006,,,,,,,,,,,,,,,
,-1012.8579443436514,,,,,,,,,,,,,,
-1047.362339508653,,,,,,,,,,,,,,,
,-1132.269760087121,,,,,,,,,,,,,,
,,56958.36328125,0.2,0.0007024743,0.0,0.9888789057731628,27764.265625,-8.434449195861816,-3.640107461251318e-05,0.0,135.91675846311793,-1.1920928955078125e-07,-1084.9619919540414,6130,0.0003
-1116.9906870985953,,,,,,,,,,,,,,,
,-1078.887490291504,,,,,,,,,,,,,,
-1002.4663742059608,,,,,,,,,,,,,,,
,-932.1604039780356,,,,,,,,,,,,,,
-1057.2662261594173,,,,,,,,,,,,,,,
,-1185.8904624016564,,,,,,,,,,,,,,
-1115.6703347823964,,,,,,,,,,,,,,,
,-989.0883846480971,,,,,,,,,,,,,,
,,56741.241015625,0.2,0.00087851257,0.0,0.9877572059631348,28394.84375,-8.435305166244508,-0.0006792293395847082,0.0,74.0937778514743,0.0,-1049.5291739610825,6140,0.0003
-1141.7322161961913,,,,,,,,,,,,,,,
,-1200.7939327570712,,,,,,,,,,,,,,
-954.7773205082865,,,,,,,,,,,,,,,
,-993.5178058043817,,,,,,,,,,,,,,
-1006.3090132987281,,,,,,,,,,,,,,,
,-1234.1469378963934,,,,,,,,,,,,,,
-1061.8071387411194,,,,,,,,,,,,,,,
,-1028.7999382361654,,,,,,,,,,,,,,
,,56172.9296875,0.2,0.0006325616,0.0,0.986353874206543,27837.126953125,-8.426168251037598,-0.0003655495180282742,0.0,114.5009752781288,0.0,-1058.5449467320432,6150,0.0003
-1192.4306846654542,,,,,,,,,,,,,,,
,-1001.6046188193671,,,,,,,,,,,,,,
-1208.9758858955545,,,,,,,,,,,,,,,
,-1023.1746301481359,,,,,,,,,,,,,,
,-1077.9349344322359,,,,,,,,,,,,,,
-1038.325730269586,,,,,,,,,,,,,,,
,-1186.0571350500936,,,,,,,,,,,,,,
-1164.7344749293097,,,,,,,,,,,,,,,
,-1057.7007157726318,,,,,,,,,,,,,,
,,59350.783203125,0.2,0.002326835,0.0005615234375,0.9852404594421387,29855.109375,-8.418847608566285,-0.001565741462400183,0.0,62.125232535386594,-1.1920928955078125e-07,-1020.2293512564869,6160,0.0003
-1138.181647077699,,,,,,,,,,,,,,,
,-970.6311327229117,,,,,,,,,,,,,,
-1033.1685602031587,,,,,,,,,,,,,,,
,-1077.4962338176306,,,,,,,,,,,,,,
-1100.0530120941153,,,,,,,,,,,,,,,
,-1283.4897943315698,,,,,,,,,,,,,,
-980.8115319288152,,,,,,,,,,,,,,,
,-1098.2087422074692,,,,,,,,,,,,,,
-1089.076402149159,,,,,,,,,,,,,,,
,,57549.0994140625,0.2,0.00049565895,0.0,0.9845740795135498,26684.4140625,-8.4129159450531,-0.00013170354650355877,0.0,56.02258902926086,-1.1920928955078125e-07,-1018.2246313348476,6170,0.0003
,-1096.3032835575684,,,,,,,,,,,,,,
-959.3080966372083,,,,,,,,,,,,,,,
,-1060.7392258047134,,,,,,,,,,,,,,
-1245.9378658885828,,,,,,,,,,,,,,,
,-1284.9080406761984,,,,,,,,,,,,,,
-966.4893728730278,,,,,,,,,,,,,,,
,-1214.3505738581407,,,,,,,,,,,,,,
-994.2965077825477,,,,,,,,,,,,,,,
,,59192.59609375,0.2,0.0025190841,0.0005615234375,0.9837836623191833,28964.53125,-8.408971929550171,-0.0017181094619445503,0.0,77.24616485622913,-1.1920928955078125e-07,-969.3861905320458,6180,0.0003
,-978.7594653997987,,,,,,,,,,,,,,
-1050.704306394598,,,,,,,,,,,,,,,
,-1105.6494659784796,,,,,,,,,,,,,,
-1013.1756043325128,,,,,,,,,,,,,,,
,-1146.559111550379,,,,,,,,,,,,,,
-1036.6994078053053,,,,,,,,,,,,,,,
,-1145.3808725023002,,,,,,,,,,,,,,
-1066.7131486795136,,,,,,,,,,,,,,,
