reward/env_0,reward/env_1,train/loss,train/policy_gradient_loss,eval/std_reward,train/value_loss,train/n_updates,train/clip_range,train/approx_kl,train/explained_variance,eval/mean_reward,train/entropy_loss,eval/success_rate,train/clip_fraction,train/learning_rate,train/std
184.27229590046417,,,,,,,,,,,,,,,
,59.365534117349014,,,,,,,,,,,,,,
34.83566701479407,,,,,,,,,,,,,,,
,-66.61471727790885,,,,,,,,,,,,,,
-1.9927043431576408,,,,,,,,,,,,,,,
,19.815175811088263,,,,,,,,,,,,,,
36.437441749991606,,,,,,,,,,,,,,,
,,2136.861083984375,-0.00023042961256578565,537.8516063735173,4168.958801269531,1160,0.2,0.000128844,0.3262086510658264,-830.7326066061515,-7.921117281913757,0.0,0.0,0.0003,0.9070577025413513
,-47.65061658772272,,,,,,,,,,,,,,
36.9384907549515,,,,,,,,,,,,,,,
,-48.375914872438955,,,,,,,,,,,,,,
4.58940250635217,,,,,,,,,,,,,,,
,43.084544665625785,,,,,,,,,,,,,,
115.43390139729013,,,,,,,,,,,,,,,
,-20.813652180202336,,,,,,,,,,,,,,
62.33564244597261,,,,,,,,,,,,,,,
,-69.1279711343448,,,,,,,,,,,,,,
42.026162032414824,,,,,,,,,,,,,,,
,20.42636924074966,,,,,,,,,,,,,,
42.483857291659056,,,,,,,,,,,,,,,
,-28.89226289135622,,,,,,,,,,,,,,
,,2619.31640625,1.1718494351953269e-05,430.87603961950447,4747.270373535156,1170,0.2,2.916345e-05,0.33857715129852295,-714.5714560792045,-7.9203589916229244,0.0,0.0,0.0003,0.9070127606391907
-14.095131821113924,,,,,,,,,,,,,,,
,-7.179438452409244,,,,,,,,,,,,,,
47.22701520101417,,,,,,,,,,,,,,,
,10.045155638197306,,,,,,,,,,,,,,
-30.547296019894464,,,,,,,,,,,,,,,
,24.059536386685593,,,,,,,,,,,,,,
-47.61062485849199,,,,,,,,,,,,,,,
,61.09452949824242,,,,,,,,,,,,,,
-48.59397657613705,,,,,,,,,,,,,,,
,12.01948532534865,,,,,,,,,,,,,,
-110.50548909199001,,,,,,,,,,,,,,,
,-74.85952742879213,,,,,,,,,,,,,,
280.5745608269473,,,,,,,,,,,,,,,
,,1650.038818359375,-0.00013783428294118495,468.9513309820416,4421.4076171875,1180,0.2,5.4656033e-05,0.34314167499542236,-791.5052896331562,-7.92020947933197,0.0,0.0,0.0003,0.906973659992218
,59.93973311434595,,,,,,,,,,,,,,
28.75218565137168,,,,,,,,,,,,,,,
,28.35622607808599,,,,,,,,,,,,,,
56.35139752911808,,,,,,,,,,,,,,,
,-17.889924028702445,,,,,,,,,,,,,,
48.68332144484775,,,,,,,,,,,,,,,
,224.66801663066923,,,,,,,,,,,,,,
251.9963275545766,,,,,,,,,,,,,,,
,70.18648026487509,,,,,,,,,,,,,,
25.84591823460612,,,,,,,,,,,,,,,
,11.804523647391553,,,,,,,,,,,,,,
290.9398332909408,,,,,,,,,,,,,,,
,269.7529817368087,,,,,,,,,,,,,,
,,4084.202880859375,-2.3965362925082444e-05,473.92285626055,10889.41162109375,1190,0.2,2.356572e-05,0.11453425884246826,-830.0716609166303,-7.9200008630752565,0.0,0.0,0.0003,0.9069838523864746
44.55306179153218,,,,,,,,,,,,,,,
,3.82625402431392,,,,,,,,,,,,,,
-15.873535614431304,,,,,,,,,,,,,,,
,49.9685366248623,,,,,,,,,,,,,,
-26.660322654575214,,,,,,,,,,,,,,,
,-47.577449835654825,,,,,,,,,,,,,,
13.785551710752719,,,,,,,,,,,,,,,
,43.4106331885247,,,,,,,,,,,,,,
-111.0103756156775,,,,,,,,,,,,,,,
,15.049970069618592,,,,,,,,,,,,,,
1.6054494459745086,,,,,,,,,,,,,,,
,184.4342334849287,,,,,,,,,,,,,,
,,2211.844482421875,7.694324594922363e-05,437.26990940187346,4638.414038085937,1200,0.2,2.53888e-05,0.36215740442276,-858.853416239322,-7.920283770561218,0.0,0.0,0.0003,0.9070116877555847
78.61401291019624,,,,,,,,,,,,,,,
,30.996122434012058,,,,,,,,,,,,,,
34.595326932217404,,,,,,,,,,,,,,,
,75.77736694052234,,,,,,,,,,,,,,
9.075931484597481,,,,,,,,,,,,,,,
,56.5409939480194,,,,,,,,,,,,,,
-37.02428611570438,,,,,,,,,,,,,,,
,59.01038895722494,,,,,,,,,,,,,,
22.776280969084038,,,,,,,,,,,,,,,
,-12.503735184042686,,,,,,,,,,,,,,
-6.095341925603305,,,,,,,,,,,,,,,
,281.9715298642327,,,,,,,,,,,,,,
-46.34024037303622,,,,,,,,,,,,,,,
,,2305.343994140625,-0.00028914401773363354,475.63393108597387,3692.8742797851564,1210,0.2,0.00012715632,0.37053579092025757,-756.0815418422269,-7.920112085342407,0.0,0.0,0.0003,0.9069154262542725
,-73.44347869176804,,,,,,,,,,,,,,
-42.17196639223304,,,,,,,,,,,,,,,
,-5.233493843968799,,,,,,,,,,,,,,
-14.779053433189205,,,,,,,,,,,,,,,
,61.899917126807054,,,,,,,,,,,,,,
15.001473525290265,,,,,,,,,,,,,,,
,1.589201800859172,,,,,,,,,,,,,,
7.359468432193057,,,,,,,,,,,,,,,
,-63.54676331654988,,,,,,,,,,,,,,
-63.22488778123968,,,,,,,,,,,,,,,
,37.446194612638195,,,,,,,,,,,,,,
11.444049126198982,,,,,,,,,,,,,,,
,,1001.089599609375,-0.00023514301574323326,443.7230595002569,2044.671856689453,1220,0.2,0.000118287935,0.586817741394043,-778.6464353487986,-7.919499754905701,0.0,0.0,0.0003,0.9068506360054016
,55.75373050533382,,,,,,,,,,,,,,
97.30854016178483,,,,,,,,,,,,,,,
,-51.73821852331734,,,,,,,,,,,,,,
22.477729302895252,,,,,,,,,,,,,,,
,173.29046059593279,,,,,,,,,,,,,,
0.1652666432137238,,,,,,,,,,,,,,,
,-59.10105930259573,,,,,,,,,,,,,,
11.873103121143808,,,,,,,,,,,,,,,
,56.915705288737534,,,,,,,,,,,,,,
22.77258703374614,,,,,,,,,,,,,,,
,230.2034866849471,,,,,,,,,,,,,,
62.037181353536766,,,,,,,,,,,,,,,
,11.11644454558424,,,,,,,,,,,,,,
90.64775582489852,,,,,,,,,,,,,,,
,,3547.1279296875,-0.0005119883920997381,421.67300470922436,7554.517797851562,1230,0.2,0.00018256543,0.21121621131896973,-717.958285469196,-7.919379830360413,0.0,0.0,0.0003,0.906869113445282
,19.42207656576378,,,,,,,,,,,,,,
-28.25541766171606,,,,,,,,,,,,,,,
,27.393773437915787,,,,,,,,,,,,,,
50.18038315227629,,,,,,,,,,,,,,,
,-17.387105096753977,,,,,,,,,,,,,,
-36.40572222638618,,,,,,,,,,,,,,,
,16.074194470571705,,,,,,,,,,,,,,
-51.447593586077346,,,,,,,,,,,,,,,
,47.401995464684425,,,,,,,,,,,,,,
-11.708953757727684,,,,,,,,,,,,,,,
,-39.998959275548614,,,,,,,,,,,,,,
58.3759136203541,,,,,,,,,,,,,,,
,,829.4108276367188,-0.00020108831813558936,506.97448359290684,1745.5301086425782,1240,0.2,0.00010881109,0.6232038140296936,-803.3955252499086,-7.919464254379273,0.0,0.0,0.0003,0.9068493247032166
,8.793541147954159,,,,,,,,,,,,,,
-84.31650541376212,,,,,,,,,,,,,,,
,0.22375633729273262,,,,,,,,,,,,,,
-9.063036494414867,,,,,,,,,,,,,,,
,-93.21337945826029,,,,,,,,,,,,,,
72.30380513075042,,,,,,,,,,,,,,,
,-18.235499617770657,,,,,,,,,,,,,,
19.90667814095999,,,,,,,,,,,,,,,
,-12.697461111115224,,,,,,,,,,,,,,
16.35385413156164,,,,,,,,,,,,,,,
225.74725346304314,,,,,,,,,,,,,,,
,-26.076727101049602,,,,,,,,,,,,,,
,,2297.71875,-7.967988785821945e-05,467.97670759096496,4384.298376464843,1250,0.2,4.7569338e-05,0.3425486087799072,-739.51640442424,-7.919043016433716,0.0,0.0,0.0003,0.9067391753196716
75.5789482957426,,,,,,,,,,,,,,,
,-48.58472486194846,,,,,,,,,,,,,,
52.0734640848669,,,,,,,,,,,,,,,
,65.42911864050197,,,,,,,,,,,,,,
-18.303938422420817,,,,,,,,,,,,,,,
,-136.62756615573602,,,,,,,,,,,,,,
61.14216376325036,,,,,,,,,,,,,,,
,-29.37055038790492,,,,,,,,,,,,,,
56.86706286289511,,,,,,,,,,,,,,,
,-36.31338051904355,,,,,,,,,,,,,,
28.51371815227601,,,,,,,,,,,,,,,
,321.9363121848085,,,,,,,,,,,,,,
-75.69299859012547,,,,,,,,,,,,,,,
,199.80270374898527,,,,,,,,,,,,,,
,,3404.016845703125,-0.00015648329572286456,463.6867922899314,7391.729248046875,1260,0.2,5.6157587e-05,0.21388232707977295,-828.1594013699441,-7.918407154083252,0.0,0.0,0.0003,0.9066899418830872
-20.759397133375067,,,,,,,,,,,,,,,
,-8.825309638726347,,,,,,,,,,,,,,
44.54704169303024,,,,,,,,,,,,,,,
,45.15420168641659,,,,,,,,,,,,,,
49.03489112584948,,,,,,,,,,,,,,,
,290.49017585666564,,,,,,,,,,,,,,
-5.2605447456230845,,,,,,,,,,,,,,,
,62.56804782079534,,,,,,,,,,,,,,
286.3708228766125,,,,,,,,,,,,,,,
,12.12570171231053,,,,,,,,,,,,,,
64.16892998375288,,,,,,,,,,,,,,,
,89.31929792108555,,,,,,,,,,,,,,
,,2664.080810546875,-0.0001727432187180966,471.4822062742947,6376.551928710937,1270,0.2,8.29717e-05,0.23368126153945923,-743.8839703885819,-7.918350148200989,0.0,0.0,0.0003,0.9067201614379883
,161.8196099317951,,,,,,,,,,,,,,
43.538613456715574,,,,,,,,,,,,,,,
,14.00453611240298,,,,,,,,,,,,,,
31.82451968289222,,,,,,,,,,,,,,,
57.13874388849008,,,,,,,,,,,,,,,
,-27.291225623413872,,,,,,,,,,,,,,
4.598045906625671,,,,,,,,,,,,,,,
,19.570807882849458,,,,,,,,,,,,,,
,-10.884608732490562,,,,,,,,,,,,,,
41.67117177912089,,,,,,,,,,,,,,,
,-27.41898997150699,,,,,,,,,,,,,,
-8.736653855767393,,,,,,,,,,,,,,,
,18.15186836878465,,,,,,,,,,,,,,
-33.02273578552162,,,,,,,,,,,,,,,
,,2075.92431640625,-0.00020845927647314966,466.9041699903991,3424.77060546875,1280,0.2,0.0001053201,0.4279499053955078,-691.9971957623316,-7.918541407585144,0.0,0.0,0.0003,0.9067304134368896
,55.1804687277719,,,,,,,,,,,,,,
16.153688842602335,,,,,,,,,,,,,,,
,71.70617712779898,,,,,,,,,,,,,,
-84.06216908922862,,,,,,,,,,,,,,,
,38.97739501142612,,,,,,,,,,,,,,
34.402584629983544,,,,,,,,,,,,,,,
,23.513681144680294,,,,,,,,,,,,,,
-1.6111363194916577,,,,,,,,,,,,,,,
46.785874707137275,,,,,,,,,,,,,,,
,60.793404713016,,,,,,,,,,,,,,
23.466408875429234,,,,,,,,,,,,,,,
,-69.14490300169534,,,,,,,,,,,,,,
,16.59828577132535,,,,,,,,,,,,,,
-74.98020767964218,,,,,,,,,,,,,,,
,,756.07958984375,-0.00016588845173828303,511.3580062503927,1531.124658203125,1290,0.2,8.145609e-05,0.624162346124649,-814.1891399184996,-7.918473887443542,0.0,0.0,0.0003,0.9067187309265137
,60.35541698481188,,,,,,,,,,,,,,
-152.9446175007777,,,,,,,,,,,,,,,
,7.947348768391751,,,,,,,,,,,,,,
-39.324856146937236,,,,,,,,,,,,,,,
,-34.83682179980998,,,,,,,,,,,,,,
74.01074009732432,,,,,,,,,,,,,,,
,30.651186432327627,,,,,,,,,,,,,,
44.94035414834376,,,,,,,,,,,,,,,
,-88.74128966176694,,,,,,,,,,,,,,
-2.515106919999596,,,,,,,,,,,,,,,
65.07462837766954,,,,,,,,,,,,,,,
,10.77933654411645,,,,,,,,,,,,,,
,,1033.92626953125,-0.00012307028518989682,453.77810073254,2094.9013732910157,1300,0.2,6.0719336e-05,0.5847366452217102,-806.8387751611222,-7.918510913848877,0.0,0.0,0.0003,0.9067566990852356
,-2.0766177659244307,,,,,,,,,,,,,,
-25.34075108158471,,,,,,,,,,,,,,,
39.86681098254884,,,,,,,,,,,,,,,
,48.40579094659321,,,,,,,,,,,,,,
11.567742562704177,,,,,,,,,,,,,,,
,-1.8149260336052635,,,,,,,,,,,,,,
37.99870061509318,,,,,,,,,,,,,,,
,-63.62613296884238,,,,,,,,,,,,,,
,51.79813001472976,,,,,,,,,,,,,,
70.20862104868479,,,,,,,,,,,,,,,
,-36.52132155279376,,,,,,,,,,,,,,
17.350247899570274,,,,,,,,,,,,,,,
-14.607338595527247,,,,,,,,,,,,,,,
,-11.77446292283049,,,,,,,,,,,,,,
,,773.1473388671875,-0.00047689026687294247,424.5163158601676,1502.6603637695312,1310,0.2,0.00029437814,0.6090399920940399,-785.5121409400653,-7.918690204620361,0.0,0.0,0.0003,0.9067338109016418
42.487149212709554,,,,,,,,,,,,,,,
,-5.49914165304435,,,,,,,,,,,,,,
-24.726842222886898,,,,,,,,,,,,,,,
,-0.491558633720561,,,,,,,,,,,,,,
227.4164551575928,,,,,,,,,,,,,,,
,-32.390033505669734,,,,,,,,,,,,,,
-19.451016846513305,,,,,,,,,,,,,,,
,68.08844610916599,,,,,,,,,,,,,,
148.697507420325,,,,,,,,,,,,,,,
,93.48049770979014,,,,,,,,,,,,,,
,50.120452536915046,,,,,,,,,,,,,,
273.7466141843637,,,,,,,,,,,,,,,
,55.1941175321527,,,,,,,,,,,,,,
72.28049312226213,,,,,,,,,,,,,,,
,,4329.8642578125,3.426401526667178e-05,514.4404374351725,8748.022094726562,1320,0.2,6.7074696e-05,0.1575508713722229,-818.689501448758,-7.9184317111969,0.0,0.0,0.0003,0.9066781997680664
51.260260035081316,,,,,,,,,,,,,,,
,21.235971700281013,,,,,,,,,,,,,,
-95.56557190695449,,,,,,,,,,,,,,,
,45.373571820734924,,,,,,,,,,,,,,
63.42429415909455,,,,,,,,,,,,,,,
,-10.917097286731416,,,,,,,,,,,,,,
,79.023571112016,,,,,,,,,,,,,,
-129.0940789349968,,,,,,,,,,,,,,,
,38.432420306484104,,,,,,,,,,,,,,
46.45459671341224,,,,,,,,,,,,,,,
-16.15707528821566,,,,,,,,,,,,,,,
,28.925197187536448,,,,,,,,,,,,,,
46.292808020562894,,,,,,,,,,,,,,,
,,1968.87939453125,1.932472223415971e-05,502.7281889221685,4464.44931640625,1330,0.2,2.161121e-05,0.37124210596084595,-731.8034348692455,-7.9180923223495485,0.0,0.0,0.0003,0.9066367745399475
,300.72103250676304,,,,,,,,,,,,,,
,-26.165644510595122,,,,,,,,,,,,,,
-5.8898772953751175,,,,,,,,,,,,,,,
,31.15304930371043,,,,,,,,,,,,,,
2.9197283971072094,,,,,,,,,,,,,,,
,-11.25337381643493,,,,,,,,,,,,,,
-62.27220413393773,,,,,,,,,,,,,,,
,48.04660759950265,,,,,,,,,,,,,,
88.08238122593568,,,,,,,,,,,,,,,
,5.378531689093134,,,,,,,,,,,,,,
90.42757147598189,,,,,,,,,,,,,,,
,80.47229695269256,,,,,,,,,,,,,,
312.3210013080986,,,,,,,,,,,,,,,
,,2176.500732421875,-0.0003330245468532667,441.09777989232765,3939.5000610351562,1340,0.2,0.00015150238,0.39796191453933716,-748.2134200694641,-7.91766049861908,0.0,0.0,0.0003,0.9065170884132385
,55.58406755595813,,,,,,,,,,,,,,
32.22245774405104,,,,,,,,,,,,,,,
,22.22654271718515,,,,,,,,,,,,,,
78.77993133813925,,,,,,,,,,,,,,,
,173.54722171617283,,,,,,,,,,,,,,
47.74702868010189,,,,,,,,,,,,,,,
,27.068194050119747,,,,,,,,,,,,,,
34.878274417735156,,,,,,,,,,,,,,,
,233.86992631655954,,,,,,,,,,,,,,
-62.0281043292462,,,,,,,,,,,,,,,
,39.711583795586094,,,,,,,,,,,,,,
-8.058125549474784,,,,,,,,,,,,,,,
,,3493.529052734375,-8.333565201610327e-05,429.85292983867663,6689.785498046875,1350,0.2,9.198942e-05,0.2573070526123047,-766.7540381098817,-7.9170397281646725,0.0,0.0,0.0003,0.9065053462982178
,58.803867247694676,,,,,,,,,,,,,,
105.28377051854257,,,,,,,,,,,,,,,
,302.35048373061574,,,,,,,,,,,,,,
23.315118743812523,,,,,,,,,,,,,,,
,294.3324900902469,,,,,,,,,,,,,,
10.903985681501212,,,,,,,,,,,,,,,
,-14.120000330498268,,,,,,,,,,,,,,
-2.6286592749929922,,,,,,,,,,,,,,,
,5.155587667679074,,,,,,,,,,,,,,
-71.69293037202394,,,,,,,,,,,,,,,
,-21.77608045628805,,,,,,,,,,,,,,
5.004050771408527,,,,,,,,,,,,,,,
,-175.65323029929374,,,,,,,,,,,,,,
74.3914009693331,,,,,,,,,,,,,,,
,,3808.55908203125,-0.00030608188826590775,455.81727430322314,7133.893408203125,1360,0.2,0.00014682426,0.2567324638366699,-735.2814369443732,-7.917081665992737,0.0,0.0,0.0003,0.9064798951148987
,16.704480034381994,,,,,,,,,,,,,,
-14.132644172032968,,,,,,,,,,,,,,,
,-61.05023514577357,,,,,,,,,,,,,,
-62.60352323789501,,,,,,,,,,,,,,,
,1.364936476538574,,,,,,,,,,,,,,
-20.556853095520417,,,,,,,,,,,,,,,
,255.0144958629798,,,,,,,,,,,,,,
-20.17595547314307,,,,,,,,,,,,,,,
,-63.27886328245554,,,,,,,,,,,,,,
12.452156374011569,,,,,,,,,,,,,,,
,47.319425849524144,,,,,,,,,,,,,,
-62.04388731195036,,,,,,,,,,,,,,,
,66.397394037394,,,,,,,,,,,,,,
,,2406.64404296875,5.59029693249613e-05,421.0483696434899,4430.788830566406,1370,0.2,1.3741097e-05,0.3780807852745056,-703.1439069130911,-7.9166850566864015,0.0,0.0,0.0003,0.9063968062400818
12.045110471483678,,,,,,,,,,,,,,,
,-22.84052970207234,,,,,,,,,,,,,,
-61.679174101598015,,,,,,,,,,,,,,,
,37.09868468071812,,,,,,,,,,,,,,
-70.75964051291903,,,,,,,,,,,,,,,
,-78.0434733073193,,,,,,,,,,,,,,
32.33203662391062,,,,,,,,,,,,,,,
,47.15574180840899,,,,,,,,,,,,,,
-146.57587197689378,,,,,,,,,,,,,,,
,-14.984032175702357,,,,,,,,,,,,,,
-5.196925285975473,,,,,,,,,,,,,,,
,11.340472795563565,,,,,,,,,,,,,,
36.09663282910389,,,,,,,,,,,,,,,
,,1075.5775146484375,-0.00011395621695555746,469.11484920537,2316.2665893554686,1380,0.2,4.21085e-05,0.5879703164100647,-749.8578143884681,-7.916117167472839,0.0,0.0,0.0003,0.9063242077827454
,43.491664727119186,,,,,,,,,,,,,,
79.2991682958993,,,,,,,,,,,,,,,
,50.65795096374395,,,,,,,,,,,,,,
25.933265596346793,,,,,,,,,,,,,,,
,32.050653545989285,,,,,,,,,,,,,,
38.007649964380605,,,,,,,,,,,,,,,
,-24.65506735328955,,,,,,,,,,,,,,
-40.581585637774715,,,,,,,,,,,,,,,
,52.17664171628261,,,,,,,,,,,,,,
,18.750184861361735,,,,,,,,,,,,,,
-56.757630722545926,,,,,,,,,,,,,,,
,26.017261775749354,,,,,,,,,,,,,,
-144.32713850617705,,,,,,,,,,,,,,,
,,824.3270874023438,-8.635886188130825e-05,456.31622621228473,1718.4642028808594,1390,0.2,3.2674943e-05,0.5861840546131134,-662.2195573676981,-7.915722417831421,0.0,0.0,0.0003,0.906280517578125
,59.81524503325629,,,,,,,,,,,,,,
223.31544976655954,,,,,,,,,,,,,,,
,30.195004691151176,,,,,,,,,,,,,,
-21.707474933821867,,,,,,,,,,,,,,,
,-21.467109773724474,,,,,,,,,,,,,,
-38.86830221469406,,,,,,,,,,,,,,,
,26.477138867484705,,,,,,,,,,,,,,
26.5876684135368,,,,,,,,,,,,,,,
,56.3741513350829,,,,,,,,,,,,,,
18.844528475075872,,,,,,,,,,,,,,,
,28.441984394587156,,,,,,,,,,,,,,
30.763624042088914,,,,,,,,,,,,,,,
,26.729118715015694,,,,,,,,,,,,,,
,,2437.080078125,-0.0003747227427083999,370.98855016753765,4047.329382324219,1400,0.2,0.00020735785,0.35633254051208496,-739.0356542244398,-7.915642404556275,0.0,0.0,0.0003,0.9063320755958557
67.91005699586758,,,,,,,,,,,,,,,
,47.36880322844583,,,,,,,,,,,,,,
279.96532057893126,,,,,,,,,,,,,,,
,23.62400145942367,,,,,,,,,,,,,,
35.929089225894906,,,,,,,,,,,,,,,
,-92.22712445276379,,,,,,,,,,,,,,
-45.32286138329946,,,,,,,,,,,,,,,
,-4.031772580693433,,,,,,,,,,,,,,
-8.82362914126962,,,,,,,,,,,,,,,
,-25.821861728295254,,,,,,,,,,,,,,
281.3468464522975,,,,,,,,,,,,,,,
,-18.274563513392362,,,,,,,,,,,,,,
30.983160711261473,,,,,,,,,,,,,,,
,,3319.7880859375,-0.0005856410192791372,469.30194175644743,6338.688745117188,1410,0.2,0.00050948816,0.2451884150505066,-801.9756593002311,-7.916401052474976,0.0,0.0,0.0003,0.9065079689025879
,20.544144469475214,,,,,,,,,,,,,,
43.077697763047595,,,,,,,,,,,,,,,
,27.745456440389347,,,,,,,,,,,,,,
-64.53792126273507,,,,,,,,,,,,,,,
,268.7711212310721,,,,,,,,,,,,,,
291.1376621037164,,,,,,,,,,,,,,,
,52.88939577068629,,,,,,,,,,,,,,
15.791037785679958,,,,,,,,,,,,,,,
,65.57887117647658,,,,,,,,,,,,,,
19.971913575632634,,,,,,,,,,,,,,,
,81.64153093626649,,,,,,,,,,,,,,
10.23104240413222,,,,,,,,,,,,,,,
,61.73786202938258,,,,,,,,,,,,,,
295.86220857607185,,,,,,,,,,,,,,,
,,7810.1337890625,-4.188584862276912e-05,446.28729723243697,13477.225341796875,1420,0.2,0.00010794662,0.11121809482574463,-765.0550065724335,-7.91750123500824,0.0,0.0,0.0003,0.9065971970558167
,494.03720476170855,,,,,,,,,,,,,,
251.52544735695832,,,,,,,,,,,,,,,
,41.8708691707496,,,,,,,,,,,,,,
27.371700620787045,,,,,,,,,,,,,,,
,87.6691638074594,,,,,,,,,,,,,,
-61.19358585397272,,,,,,,,,,,,,,,
,-17.89752036185002,,,,,,,,,,,,,,
54.34198623703843,,,,,,,,,,,,,,,
51.46805359171968,,,,,,,,,,,,,,,
,-60.586587872962966,,,,,,,,,,,,,,
,76.06763594818368,,,,,,,,,,,,,,
63.169455614390415,,,,,,,,,,,,,,,
,,2559.697998046875,-9.291166788898409e-05,498.36230338330085,4575.246508789062,1430,0.2,1.600587e-05,0.3981597423553467,-837.6733866437379,-7.9177467107772825,0.0,0.0,0.0003,0.9065959453582764
,38.48702996506295,,,,,,,,,,,,,,
-63.11911779608609,,,,,,,,,,,,,,,
,21.419795393821733,,,,,,,,,,,,,,
20.11508636504156,,,,,,,,,,,,,,,
,-85.01579949396717,,,,,,,,,,,,,,
-118.51119615894905,,,,,,,,,,,,,,,
43.66849599926608,,,,,,,,,,,,,,,
,-42.73103030865481,,,,,,,,,,,,,,
46.569728541193115,,,,,,,,,,,,,,,
,78.59903935994387,,,,,,,,,,,,,,
199.04403149400235,,,,,,,,,,,,,,,
,-48.080145866548754,,,,,,,,,,,,,,
54.13157133057073,,,,,,,,,,,,,,,
,,2042.4920654296875,-0.00023362464853562414,502.60045751184435,4487.753369140625,1440,0.2,0.00010827705,0.4217924475669861,-873.796544052534,-7.917520928382873,0.0,0.0,0.0003,0.9065281748771667
,-18.057611023589214,,,,,,,,,,,,,,
68.63379747803927,,,,,,,,,,,,,,,
,98.47616213875513,,,,,,,,,,,,,,
-30.282241422701667,,,,,,,,,,,,,,,
,78.78432360698278,,,,,,,,,,,,,,
83.16587051047915,,,,,,,,,,,,,,,
,42.951942811019414,,,,,,,,,,,,,,
80.42845643460291,,,,,,,,,,,,,,,
,-19.240558541470808,,,,,,,,,,,,,,
14.818714517544453,,,,,,,,,,,,,,,
,-27.482316230138288,,,,,,,,,,,,,,
61.245606800725,,,,,,,,,,,,,,,
,-58.48966827836439,,,,,,,,,,,,,,
,,730.5480346679688,-0.0003168245661072433,507.1267108048384,1441.97744140625,1450,0.2,0.00018473862,0.6638441979885101,-785.6901120310322,-7.916954398155212,0.0,0.0,0.0003,0.9064257740974426
85.25003646598078,,,,,,,,,,,,,,,
,-43.69793808468775,,,,,,,,,,,,,,
44.66596014874939,,,,,,,,,,,,,,,
,56.28678269290798,,,,,,,,,,,,,,
20.30426715955338,,,,,,,,,,,,,,,
,-102.71069327447753,,,,,,,,,,,,,,
28.25071159291658,,,,,,,,,,,,,,,
,11.552963412383056,,,,,,,,,,,,,,
-96.62062276627265,,,,,,,,,,,,,,,
,-95.86554913106364,,,,,,,,,,,,,,
43.13141924447361,,,,,,,,,,,,,,,
,0.19227904967923165,,,,,,,,,,,,,,
,,976.9400634765625,-0.00017703238409012557,522.7765684670229,1901.4739868164063,1460,0.2,0.00013697658,0.6561845541000366,-890.7154618027473,-7.9164865732192995,0.0,0.0,0.0003,0.9064180254936218
-6.561250392971351,,,,,,,,,,,,,,,
,-47.557640354516124,,,,,,,,,,,,,,
-11.835961699568852,,,,,,,,,,,,,,,
,48.93157450443271,,,,,,,,,,,,,,
33.28189416178026,,,,,,,,,,,,,,,
,13.791722532523295,,,,,,,,,,,,,,
302.70021140497454,,,,,,,,,,,,,,,
,8.97858285294331,,,,,,,,,,,,,,
-11.023162296037164,,,,,,,,,,,,,,,
,40.99208637901419,,,,,,,,,,,,,,
-19.469026667887896,,,,,,,,,,,,,,,
,20.138299321005874,,,,,,,,,,,,,,
-39.25963380564381,,,,,,,,,,,,,,,
,78.45389172749022,,,,,,,,,,,,,,
,,2180.75634765625,-0.00031323580769822,448.51025764187654,3653.470849609375,1470,0.2,0.00020667772,0.37772417068481445,-813.4368865474542,-7.916587615013123,0.0,0.0,0.0003,0.9064093232154846
-40.471244912734086,,,,,,,,,,,,,,,
,22.487380650798766,,,,,,,,,,,,,,
89.1882500092105,,,,,,,,,,,,,,,
,88.55282767719976,,,,,,,,,,,,,,
274.99717533387314,,,,,,,,,,,,,,,
,-22.443979052951892,,,,,,,,,,,,,,
48.13083000044856,,,,,,,,,,,,,,,
,37.26704636629327,,,,,,,,,,,,,,
,77.48644316070865,,,,,,,,,,,,,,
68.6354301885386,,,,,,,,,,,,,,,
6.371999292925085,,,,,,,,,,,,,,,
,-112.3298713139574,,,,,,,,,,,,,,
,,1725.8878173828125,-0.0009639433235861361,524.6574882880394,4168.171948242188,1480,0.2,0.000597973,0.3840373754501343,-918.441226348987,-7.916931438446045,0.0,0.0,0.0003,0.9066121578216553
-122.64480595380383,,,,,,,,,,,,,,,
,-139.77561139270762,,,,,,,,,,,,,,
-53.4949816475611,,,,,,,,,,,,,,,
,-52.303633362305504,,,,,,,,,,,,,,
45.79265784244452,,,,,,,,,,,,,,,
,37.685376495371784,,,,,,,,,,,,,,
-26.97794704170774,,,,,,,,,,,,,,,
,-11.404133594040212,,,,,,,,,,,,,,
38.703074645323326,,,,,,,,,,,,,,,
,42.041553835966226,,,,,,,,,,,,,,
-228.03721277377076,,,,,,,,,,,,,,,
,23.44889323536897,,,,,,,,,,,,,,
-33.94681258220997,,,,,,,,,,,,,,,
,,1310.2528076171875,-2.9226666083559393e-05,509.8184956708255,2406.3414794921873,1490,0.2,0.00018733671,0.6002084612846375,-790.613873781354,-7.91860339641571,0.0,0.0,0.0003,0.9068538546562195
,35.406378723233054,,,,,,,,,,,,,,
-23.989901609905314,,,,,,,,,,,,,,,
,-9.923056461186452,,,,,,,,,,,,,,
14.802883246151856,,,,,,,,,,,,,,,
,69.04652842505047,,,,,,,,,,,,,,
17.911885941568595,,,,,,,,,,,,,,,
,29.626194781191153,,,,,,,,,,,,,,
-69.55602943384733,,,,,,,,,,,,,,,
,8.906631013223464,,,,,,,,,,,,,,
49.763237228373114,,,,,,,,,,,,,,,
,-84.48732440028881,,,,,,,,,,,,,,
1.1418213088336586,,,,,,,,,,,,,,,
